price_diff,log_price_diff,volatility
34.19999999999709,3.5610460826039687,0.0
353.0300000000061,5.8693816553057845,0.0
353.0300000000061,5.8693816553057845,0.0
225.59000000000378,5.423142216993483,0.0
225.59000000000378,5.423142216993483,236.90368882734242
1076.3699999999953,6.9822781650471715,543.6440910926926
1076.3699999999953,6.9822781650471715,637.4296819806865
600.5299999999988,6.399476409482721,740.9332084270474
600.5299999999988,6.399476409482721,684.9741679946756
-171.62999999999738,5.151150575828442,305.73145539835895
-171.62999999999738,5.151150575828442,245.66761966119375
-65.86000000000058,4.2026008809919615,109.38867432231828
-65.86000000000058,4.2026008809919615,97.2321041117382
-601.1999999999971,6.400589616047629,285.4998316461874
-601.1999999999971,6.400589616047629,342.37466638173686
-911.739999999998,6.8164510645732355,619.9306534766758
-911.739999999998,6.8164510645732355,656.7319497938522
2307.0,7.744136627627991,945.0721225493986
2307.0,7.744136627627991,1158.561111064067
-1694.689999999995,7.435845016626126,1178.6220878084755
-1694.689999999995,7.435845016626126,1069.634484985409
450.4099999999962,6.112376017438888,865.7395843265967
450.4099999999962,6.112376017438888,694.6902367746399
-45.81000000000495,3.846096855312085,239.06711959201152
-45.81000000000495,3.846096855312085,192.5515985392423
791.75,6.675507913418457,344.6025719579102
791.75,6.675507913418457,425.7104357659076
88.93000000000029,4.499031589926427,451.36147642437345
88.93000000000029,4.499031589926427,376.6025348825761
-1707.1399999999994,7.443160338202501,744.8966353662679
-1707.1399999999994,7.443160338202501,919.5159620311097
1666.689999999995,7.419194714327248,927.7972097123358
1666.689999999995,7.419194714327248,920.41508802822
-114.06999999999971,4.745540638835364,893.2737941247336
-114.06999999999971,4.745540638835364,722.1173616663648
419.3000000000029,6.040968742011078,171.75238694114876
419.3000000000029,6.040968742011078,213.95869804703014
67.09999999999854,4.220977213155446,243.45140178273246
67.09999999999854,4.220977213155446,205.27643707930628
-333.23999999999796,5.811859297808249,138.16085451376307
-333.23999999999796,5.811859297808249,172.46179426172594
-204.72000000000116,5.3265160209067215,235.24963103047511
-204.72000000000116,5.3265160209067215,220.0657547870052
576.1700000000055,6.358136850497001,235.32281833680167
576.1700000000055,6.358136850497001,290.4867956206912
35.76000000000204,3.604410297487542,322.4428312584713
35.76000000000204,3.604410297487542,266.2708054405914
-130.69000000000233,4.880450675722146,53.5202357055992
-130.69000000000233,4.880450675722146,66.66477765643744
958.5499999999956,6.866464424564252,404.76871084606853
958.5499999999956,6.866464424564252,503.9977285663052
767.8399999999965,6.644882885438926,735.3679275165656
767.8399999999965,6.644882885438926,712.6279199905257
521.9100000000035,6.2594093651267375,558.116935193732
521.9100000000035,6.2594093651267375,528.9397198831389
2018.8399999999965,7.610773579337343,1052.4212846717182
2018.8399999999965,7.610773579337343,1219.8045131003912
2082.220000000001,7.6416700525826045,1711.8926117955261
2082.220000000001,7.6416700525826045,1719.4676014976658
-311.1299999999974,5.74341976769469,1091.1600424228166
-311.1299999999974,5.74341976769469,875.6228212136621
-489.5500000000029,6.195527210609406,327.5559843296688
-489.5500000000029,6.195527210609406,348.7258858045606
897.8399999999965,6.801105043103727,381.07242323497417
897.8399999999965,6.801105043103727,449.2924812971788
-457.40000000000146,6.127742165400533,448.9409614528124
-457.40000000000146,6.127742165400533,376.63654340780124
75.92000000000553,4.342765920720651,238.68400505726817
75.92000000000553,4.342765920720651,191.37848852516422
-2536.0999999999985,7.838776975456286,1117.8534174166846
-2536.0999999999985,7.838776975456286,1375.5745793050078
238.97999999999593,5.480555586536226,1348.9842244704494
238.97999999999593,5.480555586536226,1087.3291436681577
1376.6500000000015,7.228134428020627,679.6786319063771
1376.6500000000015,7.228134428020627,803.5951652543307
153.2300000000032,5.038444994735544,784.4907283710571
153.2300000000032,5.038444994735544,654.4156761800299
-1081.9599999999991,6.98745331187753,456.085049119315
-1081.9599999999991,6.98745331187753,568.0927502619271
337.73999999999796,5.825232851462969,548.5630983762551
337.73999999999796,5.825232851462969,441.8867321273097
-903.3699999999953,6.807238568690432,369.3478648512087
-903.3699999999953,6.807238568690432,454.5560828106313
1283.1600000000035,7.1578600870785545,585.0547003658268
1283.1600000000035,7.1578600870785545,652.1708765577835
-381.81000000000495,5.94753878253959,652.0077082904368
-381.81000000000495,5.94753878253959,524.4468962918401
1392.9400000000023,7.239889548787268,570.4580153439283
1392.9400000000023,7.239889548787268,710.5439071726165
192.88000000000466,5.267239410977199,802.0321614624462
192.88000000000466,5.267239410977199,673.013586304255
107.25,4.684443366882599,132.65146192221772
107.25,4.684443366882599,122.58290427339277
-266.8799999999974,5.59053911904184,109.4123846742193
-266.8799999999974,5.59053911904184,133.95343071418446
-710.6500000000015,6.567586217516636,400.3838103621386
-710.6500000000015,6.567586217516636,451.31858561343495
584.6299999999974,6.372688190843108,369.83118703012786
584.6299999999974,6.372688190843108,347.0598896878079
-1067.1900000000023,6.973720906319071,453.3623405953722
-1067.1900000000023,6.973720906319071,534.0877944496712
919.9199999999983,6.825373170376167,560.8721676818291
919.9199999999983,6.825373170376167,534.145378263366
-865.0999999999985,6.764000375336997,494.35742634263863
-865.0999999999985,6.764000375336997,484.3573630596699
-496.81000000000495,6.210218478120644,599.8627511607299
-496.81000000000495,6.210218478120644,556.4883350350891
73.33999999999651,4.308649164869059,260.4520976113044
73.33999999999651,4.308649164869059,209.0239374572409
143.29000000000087,4.971825163309171,88.44095471063264
143.29000000000087,4.971825163309171,96.63106426055832
1895.9700000000012,7.548013155366107,882.8586610438454
1895.9700000000012,7.548013155366107,1066.2345663455744
767.3600000000006,6.644258373318712,1219.490571521626
767.3600000000006,6.644258373318712,1089.298474661626
-2101.6800000000003,7.650968000548804,858.7870180668455
-2101.6800000000003,7.650968000548804,1058.4596769268767
1305.8699999999953,7.175390244254963,1057.0112420311093
1305.8699999999953,7.175390244254963,919.8350554475238
-5.989999999997963,1.9444805562454275,714.1650235275803
-5.989999999997963,1.9444805562454275,582.6711106191464
-176.8000000000029,5.18065932307982,80.4580590752249
-176.8000000000029,5.18065932307982,97.95601906034973
-39.30000000000291,3.6963514689527095,105.2372492521107
-39.30000000000291,3.6963514689527095,90.02142645031837
3022.029999999999,8.014014918646856,1342.8444607921504
